Edad,Atricion,ViajeTrabajo,PagaDiaria,Departamento,DistanciaCasa,NivelEducacion,CampoEducacion,SatisfaccionConEntorno,Genero,SalarioHora,InvolucracionTrabajo,NivelTrabajo,PuestoTrabajo,SatisfaccionTrabajo,EstadoCivil,IngresosMensuales,MonthlyRate,NumCompaniasTrabajadas,TrabajoFueraDeHora,IncrementoPorcentualSalario,PerformanceTrabajo,SatisfaccionRelacion,AniosTotalesTrabajo,EntrenamientoUltimoAnio,BalanceVidaTrabajo,AniosEnCompania,AniosPuestoActual,AniosDesdeUltimoAscenso,AniosJefeActual
27,No,Poco_Frecuente,1240,Recursos Humanos,2,4,Ciencias,4,Masculino,33,3,1,Marketing,1,Divorciado,2341,19715,1,No,13,3,4,1,6,3,1,0,0,0
41,Si,Poco_Frecuente,1102,Ventas,1,2,Ciencias,2,Masculino,94,3,2,Ejecutivo Ventas,4,Soltero,5993,19479,8,Si,11,3,1,8,0,1,6,4,0,5
41,Si,Poco_Frecuente,1102,Ventas,1,2,Ciencias,2,Masculino,94,3,2,Ejecutivo Ventas,4,Soltero,5993,19479,8,Si,11,3,1,8,0,1,6,4,0,5
41,Si,Poco_Frecuente,1102,Ventas,1,2,Ciencias,2,Masculino,94,3,2,Ejecutivo Ventas,4,Soltero,5993,19479,8,Si,11,3,1,8,0,1,6,4,0,5
41,Si,Poco_Frecuente,1102,Ventas,1,2,Ciencias,2,Femenino,94,3,2,Ejecutivo Ventas,4,Soltero,5993,19479,8,Si,11,3,1,8,0,1,6,4,0,5
41,Si,Poco_Frecuente,1102,Ventas,1,2,Ciencias,2,Femenino,94,3,2,Ejecutivo Ventas,4,Soltero,5993,19479,8,Si,11,3,1,8,0,1,6,4,0,5
24,No,Poco_Frecuente,1353,Ventas,3,2,Otro,1,Femenino,33,3,2,Ejecutivo Ventas,3,Casado,4999,17519,0,No,21,4,1,4,2,2,3,2,0,2
24,No,Poco_Frecuente,1353,Ventas,3,2,Otro,1,Femenino,33,3,2,Ejecutivo Ventas,3,Casado,4999,17519,0,No,21,4,1,4,2,2,3,2,0,2
24,No,Poco_Frecuente,1353,Ventas,3,2,Otro,1,Femenino,33,3,2,Ejecutivo Ventas,3,Casado,4999,17519,0,No,21,4,1,4,2,2,3,2,0,2
35,Si,Poco_Frecuente,556,Manufacturacion,23,2,Otro,2,Masculino,50,2,2,Manufacturador,3,Casado,5916,15497,3,Si,13,3,1,8,1,3,1,0,0,1
31,No,Poco_Frecuente,655,Manufacturacion,7,4,Diploma Tecnico,4,Masculino,48,3,2,Manufacturador,4,Divorciado,5915,9528,3,No,22,4,4,10,3,2,7,7,1,7
31,No,Poco_Frecuente,655,Manufacturacion,7,4,Diploma Tecnico,4,Masculino,48,3,2,Manufacturador,4,Divorciado,5915,9528,3,No,22,4,4,10,3,2,7,7,1,7
31,No,Poco_Frecuente,655,Manufacturacion,7,4,Diploma Tecnico,4,Masculino,48,3,2,Manufacturador,4,Divorciado,5915,9528,3,No,22,4,4,10,3,2,7,7,1,7
31,No,Poco_Frecuente,655,Manufacturacion,7,4,Diploma Tecnico,4,Masculino,48,3,2,Manufacturador,4,Divorciado,5915,9528,3,No,22,4,4,10,3,2,7,7,1,7
31,No,Poco_Frecuente,655,Manufacturacion,7,4,Diploma Tecnico,4,Masculino,48,3,2,Manufacturador,4,Divorciado,5915,9528,3,No,22,4,4,10,3,2,7,7,1,7
24,No,Poco_Frecuente,1353,Ventas,3,2,Otro,1,Femenino,33,3,2,Ejecutivo Ventas,3,Casado,4999,17519,0,No,21,4,1,4,2,2,3,2,0,2
24,No,Poco_Frecuente,1353,Ventas,3,2,Otro,1,Femenino,33,3,2,Ejecutivo Ventas,3,Casado,4999,17519,0,No,21,4,1,4,2,2,3,2,0,2
50,No,Poco_Frecuente,1452,Investigacion & Desarrollo,11,3,Ciencias,3,Femenino,53,3,5,Jefe Area,2,Soltero,19926,17053,3,No,15,3,2,21,5,3,5,4,4,4
50,No,Poco_Frecuente,1452,Investigacion & Desarrollo,11,3,Ciencias,3,Femenino,53,3,5,Jefe Area,2,Soltero,19926,17053,3,No,15,3,2,21,5,3,5,4,4,4
50,No,Poco_Frecuente,989,Manufacturacion,7,2,Otro,2,Femenino,43,2,5,Manufacturador,3,Divorciado,3204,16701,5,Si,12,3,4,29,2,2,27,3,13,8
46,No,Viaje_Frecuente,1211,Ventas,5,4,Marketing,1,Masculino,98,3,2,Ejecutivo Ventas,4,Soltero,5772,20445,4,Si,21,4,3,14,4,3,9,6,0,8
46,No,Viaje_Frecuente,1211,Ventas,5,4,Marketing,1,Masculino,98,3,2,Ejecutivo Ventas,4,Soltero,5772,20445,4,Si,21,4,3,14,4,3,9,6,0,8
46,No,Viaje_Frecuente,1211,Ventas,5,4,Marketing,1,Masculino,98,3,2,Ejecutivo Ventas,4,Soltero,5772,20445,4,Si,21,4,3,14,4,3,9,6,0,8
46,No,Viaje_Frecuente,1211,Ventas,5,4,Marketing,1,Masculino,98,3,2,Ejecutivo Ventas,4,Soltero,5772,20445,4,Si,21,4,3,14,4,3,9,6,0,8
46,No,Viaje_Frecuente,1211,Ventas,5,4,Marketing,1,Masculino,98,3,2,Ejecutivo Ventas,4,Soltero,5772,20445,4,Si,21,4,3,14,4,3,9,6,0,8
25,Si,Poco_Frecuente,240,Ventas,5,3,Marketing,3,Masculino,46,2,2,Ejecutivo Ventas,3,Soltero,5744,26959,1,Si,11,3,4,6,1,3,6,4,0,3
25,Si,Poco_Frecuente,240,Ventas,5,3,Marketing,3,Masculino,46,2,2,Ejecutivo Ventas,3,Soltero,5744,26959,1,Si,11,3,4,6,1,3,6,4,0,3
25,Si,Poco_Frecuente,240,Ventas,5,3,Marketing,3,Masculino,46,2,2,Ejecutivo Ventas,3,Soltero,5744,26959,1,Si,11,3,4,6,1,3,6,4,0,3
25,Si,Poco_Frecuente,240,Ventas,5,3,Marketing,3,Masculino,46,2,2,Ejecutivo Ventas,3,Soltero,5744,26959,1,Si,11,3,4,6,1,3,6,4,0,3
25,Si,Poco_Frecuente,240,Ventas,5,3,Marketing,3,Masculino,46,2,2,Ejecutivo Ventas,3,Soltero,5744,26959,1,Si,11,3,4,6,1,3,6,4,0,3
50,No,Poco_Frecuente,989,Manufacturacion,7,2,Otro,2,Femenino,43,2,5,Manufacturador,3,Divorciado,3204,16701,5,Si,12,3,4,29,2,2,27,3,13,8
50,No,Poco_Frecuente,989,Manufacturacion,7,2,Otro,2,Femenino,43,2,5,Manufacturador,3,Divorciado,3204,16701,5,Si,12,3,4,29,2,2,27,3,13,8
50,No,Poco_Frecuente,989,Manufacturacion,7,2,Otro,2,Femenino,43,2,5,Manufacturador,3,Divorciado,3204,16701,5,Si,12,3,4,29,2,2,27,3,13,8
50,No,Poco_Frecuente,989,Manufacturacion,7,2,Otro,2,Femenino,43,2,5,Manufacturador,3,Divorciado,3204,16701,5,Si,12,3,4,29,2,2,27,3,13,8
42,No,NoFrecuente,926,Manufacturacion,21,2,Otro,3,Masculino,36,3,2,Manufacturador,3,Divorciado,5265,16439,2,No,16,3,2,11,5,3,5,3,0,2
42,No,NoFrecuente,926,Manufacturacion,21,2,Otro,3,Masculino,36,3,2,Manufacturador,3,Divorciado,5265,16439,2,No,16,3,2,11,5,3,5,3,0,2
59,No,Viaje_Frecuente,1225,Ventas,1,1,Ciencias,1,Masculino,57,2,2,Ejecutivo Ventas,3,Soltero,5473,24668,7,No,11,3,4,20,2,2,4,3,1,3
42,No,NoFrecuente,926,Manufacturacion,21,2,Otro,3,Masculino,36,3,2,Manufacturador,3,Divorciado,5265,16439,2,No,16,3,2,11,5,3,5,3,0,2
42,No,NoFrecuente,926,Manufacturacion,21,2,Otro,3,Masculino,36,3,2,Manufacturador,3,Divorciado,5265,16439,2,No,16,3,2,11,5,3,5,3,0,2
42,No,NoFrecuente,926,Manufacturacion,21,2,Otro,3,Masculino,36,3,2,Manufacturador,3,Divorciado,5265,16439,2,No,16,3,2,11,5,3,5,3,0,2
41,Si,Poco_Frecuente,1360,Manufacturacion,12,3,Otro,2,Masculino,49,3,5,Manufacturador,3,Casado,2089,16280,1,No,12,3,4,23,0,3,22,15,15,8
41,Si,Poco_Frecuente,1360,Manufacturacion,12,3,Otro,2,Masculino,49,3,5,Manufacturador,3,Casado,2089,16280,1,No,12,3,4,23,0,3,22,15,15,8
41,Si,Poco_Frecuente,1360,Manufacturacion,12,3,Otro,2,Masculino,49,3,5,Manufacturador,3,Casado,2089,16280,1,No,12,3,4,23,0,3,22,15,15,8
41,Si,Poco_Frecuente,1360,Manufacturacion,12,3,Otro,2,Masculino,49,3,5,Manufacturador,3,Casado,2089,16280,1,No,12,3,4,23,0,3,22,15,15,8
41,Si,Poco_Frecuente,1360,Manufacturacion,12,3,Otro,2,Masculino,49,3,5,Manufacturador,3,Casado,2088,16280,1,No,12,3,4,23,0,3,22,15,15,8
51,No,Poco_Frecuente,632,Ventas,21,4,Marketing,3,Masculino,71,3,2,Ejecutivo Ventas,4,Soltero,5441,8423,0,Si,22,4,4,11,2,1,10,7,1,0
51,No,Poco_Frecuente,632,Ventas,21,4,Marketing,3,Masculino,71,3,2,Ejecutivo Ventas,4,Soltero,5441,8423,0,Si,22,4,4,11,2,1,10,7,1,0
51,No,Poco_Frecuente,632,Ventas,21,4,Marketing,3,Masculino,71,3,2,Ejecutivo Ventas,4,Soltero,5441,8423,0,Si,22,4,4,11,2,1,10,7,1,0
51,No,Poco_Frecuente,632,Ventas,21,4,Marketing,3,Masculino,71,3,2,Ejecutivo Ventas,4,Soltero,5441,8423,0,Si,22,4,4,11,2,1,10,7,1,0
51,No,Poco_Frecuente,632,Ventas,21,4,Marketing,3,Masculino,71,3,2,Ejecutivo Ventas,4,Soltero,5441,8423,0,Si,22,4,4,11,2,1,10,7,1,0
48,Si,Poco_Frecuente,626,Recursos Humanos,1,2,Ciencias,1,Masculino,98,2,3,Jefe RRHH,3,Soltero,5381,19294,9,Si,13,3,4,23,2,3,1,0,0,0
48,Si,Poco_Frecuente,626,Recursos Humanos,1,2,Ciencias,1,Masculino,98,2,3,Jefe RRHH,3,Soltero,5381,19294,9,Si,13,3,4,23,2,3,1,0,0,0
48,Si,Poco_Frecuente,626,Recursos Humanos,1,2,Ciencias,1,Masculino,98,2,3,Jefe RRHH,3,Soltero,5381,19294,9,Si,13,3,4,23,2,3,1,0,0,0
48,Si,Poco_Frecuente,626,Recursos Humanos,1,2,Ciencias,1,Masculino,98,2,3,Jefe RRHH,3,Soltero,5381,19294,9,Si,13,3,4,23,2,3,1,0,0,0
48,Si,Poco_Frecuente,626,Recursos Humanos,1,2,Ciencias,1,Masculino,98,2,3,Jefe RRHH,3,Soltero,5381,19294,9,Si,13,3,4,23,2,3,1,0,0,0
19,No,Poco_Frecuente,1181,Manufacturacion,3,1,Diploma Tecnico,2,Femenino,79,3,1,Manufacturador,2,Soltero,1483,16102,1,No,14,3,4,1,3,3,1,0,0,0
19,No,Poco_Frecuente,1181,Manufacturacion,3,1,Diploma Tecnico,2,Femenino,79,3,1,Manufacturador,2,Soltero,1483,16102,1,No,14,3,4,1,3,3,1,0,0,0
19,No,Poco_Frecuente,1181,Manufacturacion,3,1,Diploma Tecnico,2,Femenino,79,3,1,Manufacturador,2,Soltero,1483,16102,1,No,14,3,4,1,3,3,1,0,0,0
19,No,Poco_Frecuente,1181,Manufacturacion,3,1,Diploma Tecnico,2,Femenino,79,3,1,Manufacturador,2,Soltero,1483,16102,1,No,14,3,4,1,3,3,1,0,0,0
19,No,Poco_Frecuente,1181,Manufacturacion,3,1,Diploma Tecnico,2,Femenino,79,3,1,Manufacturador,2,Soltero,1483,16102,1,No,14,3,4,1,3,3,1,0,0,0
43,No,Viaje_Frecuente,957,Manufacturacion,28,3,Otro,2,Femenino,72,4,1,Manufacturador,3,Soltero,4739,16090,4,No,12,3,4,18,2,3,3,2,1,2
43,No,Viaje_Frecuente,957,Manufacturacion,28,3,Otro,2,Femenino,72,4,1,Manufacturador,3,Soltero,4739,16090,4,No,12,3,4,18,2,3,3,2,1,2
43,No,Viaje_Frecuente,957,Manufacturacion,28,3,Otro,2,Femenino,72,4,1,Manufacturador,3,Soltero,4739,16090,4,No,12,3,4,18,2,3,3,2,1,2
43,No,Viaje_Frecuente,957,Manufacturacion,28,3,Otro,2,Femenino,72,4,1,Manufacturador,3,Soltero,4739,16090,4,No,12,3,4,18,2,3,3,2,1,2
43,No,Viaje_Frecuente,957,Manufacturacion,28,3,Otro,2,Femenino,72,4,1,Manufacturador,3,Soltero,4739,16090,4,No,12,3,4,18,2,3,3,2,1,2
35,No,Poco_Frecuente,1142,Manufacturacion,23,4,Diploma Tecnico,3,Femenino,30,3,1,Manufacturador,1,Casado,4014,16002,3,Si,15,3,3,4,3,3,2,2,2,2
35,No,Poco_Frecuente,1142,Manufacturacion,23,4,Diploma Tecnico,3,Femenino,30,3,1,Manufacturador,1,Casado,4014,16002,3,Si,15,3,3,4,3,3,2,2,2,2
35,No,Poco_Frecuente,1142,Manufacturacion,23,4,Diploma Tecnico,3,Femenino,30,3,1,Manufacturador,1,Casado,4014,16002,3,Si,15,3,3,4,3,3,2,2,2,2
35,No,Poco_Frecuente,1142,Manufacturacion,23,4,Diploma Tecnico,3,Femenino,30,3,1,Manufacturador,1,Casado,4014,16002,3,Si,15,3,3,4,3,3,2,2,2,2
35,No,Poco_Frecuente,1142,Manufacturacion,23,4,Diploma Tecnico,3,Femenino,30,3,1,Manufacturador,1,Casado,4014,16002,3,Si,15,3,3,4,3,3,2,2,2,2
36,No,Poco_Frecuente,1299,Manufacturacion,27,3,Medicina,3,Masculino,94,3,2,Representante Sanitario,3,Casado,5237,16577,6,No,13,3,2,17,3,2,7,7,7,7
36,No,Poco_Frecuente,1299,Manufacturacion,27,3,Medicina,3,Masculino,94,3,2,Representante Sanitario,3,Casado,5237,16577,6,No,13,3,2,17,3,2,7,7,7,7
36,No,Poco_Frecuente,1299,Manufacturacion,27,3,Medicina,3,Masculino,94,3,2,Representante Sanitario,3,Casado,5237,16577,6,No,13,3,2,17,3,2,7,7,7,7
36,No,Poco_Frecuente,1299,Manufacturacion,27,3,Medicina,3,Masculino,94,3,2,Representante Sanitario,3,Casado,5237,16577,6,No,13,3,2,17,3,2,7,7,7,7
36,No,Poco_Frecuente,1299,Manufacturacion,27,3,Medicina,3,Masculino,94,3,2,Representante Sanitario,3,Casado,5237,16577,6,No,13,3,2,17,3,2,7,7,7,7
35,No,Viaje_Frecuente,138,Manufacturacion,2,3,Otro,2,Femenino,37,3,2,Manufacturador,2,Soltero,4425,15986,5,No,11,3,4,10,5,3,6,2,1,2
35,No,Viaje_Frecuente,138,Manufacturacion,2,3,Otro,2,Femenino,37,3,2,Manufacturador,2,Soltero,4425,15986,5,No,11,3,4,10,5,3,6,2,1,2
35,No,Viaje_Frecuente,138,Manufacturacion,2,3,Otro,2,Femenino,37,3,2,Manufacturador,2,Soltero,4425,15986,5,No,11,3,4,10,5,3,6,2,1,2
35,No,Viaje_Frecuente,138,Manufacturacion,2,3,Otro,2,Femenino,37,3,2,Manufacturador,2,Soltero,4425,15986,5,No,11,3,4,10,5,3,6,2,1,2
35,No,Viaje_Frecuente,138,Manufacturacion,2,3,Otro,2,Femenino,37,3,2,Manufacturador,2,Soltero,4425,15986,5,No,11,3,4,10,5,3,6,2,1,2
37,No,NoFrecuente,1040,Manufacturacion,2,2,Ciencias,3,Masculino,100,2,2,Representante Sanitario,4,Divorciado,5163,15850,5,No,14,3,4,17,2,4,1,0,0,0
37,No,NoFrecuente,1040,Manufacturacion,2,2,Ciencias,3,Masculino,100,2,2,Representante Sanitario,4,Divorciado,5163,15850,5,No,14,3,4,17,2,4,1,0,0,0
37,No,NoFrecuente,1040,Manufacturacion,2,2,Ciencias,3,Masculino,100,2,2,Representante Sanitario,4,Divorciado,5163,15850,5,No,14,3,4,17,2,4,1,0,0,0
37,No,NoFrecuente,1040,Manufacturacion,2,2,Ciencias,3,Masculino,100,2,2,Representante Sanitario,4,Divorciado,5163,15850,5,No,14,3,4,17,2,4,1,0,0,0
37,No,NoFrecuente,1040,Manufacturacion,2,2,Ciencias,3,Masculino,100,2,2,Representante Sanitario,4,Divorciado,5163,15850,5,No,14,3,4,17,2,4,1,0,0,0
49,No,Viaje_Frecuente,279,Investigacion & Desarrollo,8,1,Ciencias,3,Masculino,61,2,2,Investigador,2,Casado,5130,24907,1,No,23,4,4,10,3,3,10,7,1,7
49,No,Viaje_Frecuente,279,Investigacion & Desarrollo,8,1,Ciencias,3,Masculino,61,2,2,Investigador,2,Casado,5130,24907,1,No,23,4,4,10,3,3,10,7,1,7
49,No,Viaje_Frecuente,279,Investigacion & Desarrollo,8,1,Ciencias,3,Masculino,61,2,2,Investigador,2,Casado,5130,24907,1,No,23,4,4,10,3,3,10,7,1,7
49,No,Viaje_Frecuente,279,Investigacion & Desarrollo,8,1,Ciencias,3,Masculino,61,2,2,Investigador,2,Casado,5130,24907,1,No,23,4,4,10,3,3,10,7,1,7
49,No,Viaje_Frecuente,279,Investigacion & Desarrollo,8,1,Ciencias,3,Masculino,61,2,2,Investigador,2,Casado,5130,24907,1,No,23,4,4,10,3,3,10,7,1,7
30,No,Poco_Frecuente,852,Manufacturacion,1,1,Diploma Tecnico,4,Masculino,55,2,2,Manufacturador,4,Casado,5126,15998,1,Si,12,3,3,10,1,2,10,8,3,0
30,No,Poco_Frecuente,852,Manufacturacion,1,1,Diploma Tecnico,4,Masculino,55,2,2,Manufacturador,4,Casado,5126,15998,1,Si,12,3,3,10,1,2,10,8,3,0
30,No,Poco_Frecuente,852,Manufacturacion,1,1,Diploma Tecnico,4,Masculino,55,2,2,Manufacturador,4,Casado,5126,15998,1,Si,12,3,3,10,1,2,10,8,3,0
30,No,Poco_Frecuente,852,Manufacturacion,1,1,Diploma Tecnico,4,Masculino,55,2,2,Manufacturador,4,Casado,5126,15998,1,Si,12,3,3,10,1,2,10,8,3,0
30,No,Poco_Frecuente,852,Manufacturacion,1,1,Diploma Tecnico,4,Masculino,55,2,2,Manufacturador,4,Casado,5126,15998,1,Si,12,3,3,10,1,2,10,8,3,0
46,No,Poco_Frecuente,945,Recursos Humanos,5,2,Medicina,2,Masculino,80,3,2,Recursos Humanos,2,Divorciado,5021,10425,8,Si,22,4,4,16,2,3,4,2,0,2
46,No,Poco_Frecuente,945,Recursos Humanos,5,2,Medicina,2,Masculino,80,3,2,Recursos Humanos,2,Divorciado,5021,10425,8,Si,22,4,4,16,2,3,4,2,0,2
46,No,Poco_Frecuente,945,Recursos Humanos,5,2,Medicina,2,Masculino,80,3,2,Recursos Humanos,2,Divorciado,5021,10425,8,Si,22,4,4,16,2,3,4,2,0,2
46,No,Poco_Frecuente,945,Recursos Humanos,5,2,Medicina,2,Masculino,80,3,2,Recursos Humanos,2,Divorciado,5021,10425,8,Si,22,4,4,16,2,3,4,2,0,2
46,No,Poco_Frecuente,945,Recursos Humanos,5,2,Medicina,2,Masculino,80,3,2,Recursos Humanos,2,Divorciado,5021,10425,8,Si,22,4,4,16,2,3,4,2,0,2
32,No,Poco_Frecuente,1093,Ventas,6,4,Medicina,2,Masculino,87,3,2,Ejecutivo Ventas,3,Soltero,5010,24301,1,No,16,3,1,12,0,3,11,8,5,7
32,No,Poco_Frecuente,1093,Ventas,6,4,Medicina,2,Masculino,87,3,2,Ejecutivo Ventas,3,Soltero,5010,24301,1,No,16,3,1,12,0,3,11,8,5,7
32,No,Poco_Frecuente,1093,Ventas,6,4,Medicina,2,Masculino,87,3,2,Ejecutivo Ventas,3,Soltero,5010,24301,1,No,16,3,1,12,0,3,11,8,5,7
32,No,Poco_Frecuente,1093,Ventas,6,4,Medicina,2,Masculino,87,3,2,Ejecutivo Ventas,3,Soltero,5010,24301,1,No,16,3,1,12,0,3,11,8,5,7
32,No,Poco_Frecuente,1093,Ventas,6,4,Medicina,2,Masculino,87,3,2,Ejecutivo Ventas,3,Soltero,5010,24301,1,No,16,3,1,12,0,3,11,8,5,7
38,No,NoFrecuente,573,Investigacion & Desarrollo,6,3,Medicina,2,Femenino,79,1,2,Tecnico Informatica,4,Divorciado,5329,15717,7,Si,12,3,4,17,3,3,13,11,1,9
38,No,NoFrecuente,573,Investigacion & Desarrollo,6,3,Medicina,2,Femenino,79,1,2,Tecnico Informatica,4,Divorciado,5329,15717,7,Si,12,3,4,17,3,3,13,11,1,9
38,No,NoFrecuente,573,Investigacion & Desarrollo,6,3,Medicina,2,Femenino,79,1,2,Tecnico Informatica,4,Divorciado,5329,15717,7,Si,12,3,4,17,3,3,13,11,1,9
38,No,NoFrecuente,573,Investigacion & Desarrollo,6,3,Medicina,2,Femenino,79,1,2,Tecnico Informatica,4,Divorciado,5329,15717,7,Si,12,3,4,17,3,3,13,11,1,9
38,No,NoFrecuente,573,Investigacion & Desarrollo,6,3,Medicina,2,Femenino,79,1,2,Tecnico Informatica,4,Divorciado,5329,15717,7,Si,12,3,4,17,3,3,13,11,1,9
32,No,Viaje_Frecuente,967,Ventas,8,3,Marketing,2,Femenino,43,3,3,Ejecutivo Ventas,4,Soltero,8998,15589,1,No,14,3,4,9,2,3,9,8,3,7
35,Si,Poco_Frecuente,556,Manufacturacion,23,2,Otro,2,Femenino,50,2,2,Manufacturador,3,Casado,5916,15497,3,Si,13,3,1,8,1,3,1,0,0,1
35,Si,Poco_Frecuente,556,Manufacturacion,23,2,Otro,2,Femenino,50,2,2,Manufacturador,3,Casado,5916,15497,3,Si,13,3,1,8,1,3,1,0,0,1
35,Si,Poco_Frecuente,556,Manufacturacion,23,2,Otro,2,Femenino,50,2,2,Manufacturador,3,Casado,5916,15497,3,Si,13,3,1,8,1,3,1,0,0,1
35,Si,Poco_Frecuente,556,Manufacturacion,23,2,Otro,2,Femenino,50,2,2,Manufacturador,3,Casado,5916,15497,3,Si,13,3,1,8,1,3,1,0,0,1
33,No,Viaje_Frecuente,515,Manufacturacion,1,2,Otro,1,Femenino,98,3,3,Manufacturador,4,Soltero,2238,15146,1,Si,12,3,3,15,1,3,15,14,8,12
33,No,Viaje_Frecuente,515,Manufacturacion,1,2,Otro,1,Masculino,98,3,3,Manufacturador,4,Soltero,2238,15146,1,Si,12,3,3,15,1,3,15,14,8,12
33,No,Viaje_Frecuente,515,Manufacturacion,1,2,Otro,1,Masculino,98,3,3,Manufacturador,4,Soltero,2238,15146,1,Si,12,3,3,15,1,3,15,14,8,12
33,No,Viaje_Frecuente,515,Manufacturacion,1,2,Otro,1,Masculino,98,3,3,Manufacturador,4,Soltero,2238,15146,1,Si,12,3,3,15,1,3,15,14,8,12
33,No,Viaje_Frecuente,515,Manufacturacion,1,2,Otro,1,Masculino,98,3,3,Manufacturador,4,Soltero,2238,15146,1,Si,12,3,3,15,1,3,15,14,8,12
36,No,Poco_Frecuente,216,Manufacturacion,6,2,Otro,2,Masculino,84,3,2,Manufacturador,2,Divorciado,4941,2819,6,No,20,4,4,7,0,3,3,2,0,1
36,No,Poco_Frecuente,216,Manufacturacion,6,2,Otro,2,Masculino,84,3,2,Manufacturador,2,Divorciado,4941,2819,6,No,20,4,4,7,0,3,3,2,0,1
36,No,Poco_Frecuente,216,Manufacturacion,6,2,Otro,2,Masculino,84,3,2,Manufacturador,2,Divorciado,4941,2819,6,No,20,4,4,7,0,3,3,2,0,1
36,No,Poco_Frecuente,216,Manufacturacion,6,2,Otro,2,Masculino,84,3,2,Manufacturador,2,Divorciado,4941,2819,6,No,20,4,4,7,0,3,3,2,0,1
36,No,Poco_Frecuente,216,Manufacturacion,6,2,Otro,2,Masculino,84,3,2,Manufacturador,2,Divorciado,4941,2819,6,No,20,4,4,7,0,3,3,2,0,1
34,No,Poco_Frecuente,1031,Investigacion & Desarrollo,6,4,Ciencias,3,Masculino,45,2,2,Tecnico Informatica,2,Divorciado,4505,15000,6,No,15,3,3,12,3,3,1,0,0,0
34,No,Poco_Frecuente,1031,Investigacion & Desarrollo,6,4,Ciencias,3,Masculino,45,2,2,Tecnico Informatica,2,Divorciado,4505,15000,6,No,15,3,3,12,3,3,1,0,0,0
34,No,Poco_Frecuente,1031,Investigacion & Desarrollo,6,4,Ciencias,3,Masculino,45,2,2,Tecnico Informatica,2,Divorciado,4505,15000,6,No,15,3,3,12,3,3,1,0,0,0
34,No,Poco_Frecuente,1031,Investigacion & Desarrollo,6,4,Ciencias,3,Masculino,45,2,2,Tecnico Informatica,2,Divorciado,4505,15000,6,No,15,3,3,12,3,3,1,0,0,0
34,No,Poco_Frecuente,1031,Investigacion & Desarrollo,6,4,Ciencias,3,Masculino,45,2,2,Tecnico Informatica,2,Divorciado,4505,15000,6,No,15,3,3,12,3,3,1,0,0,0
39,No,Poco_Frecuente,1329,Ventas,4,4,Ciencias,4,Masculino,47,2,2,Ejecutivo Ventas,3,Casado,5902,14590,4,No,14,3,3,17,1,4,15,11,5,9
39,No,Poco_Frecuente,1329,Ventas,4,4,Ciencias,4,Masculino,47,2,2,Ejecutivo Ventas,3,Casado,5902,14590,4,No,14,3,3,17,1,4,15,11,5,9
39,No,Poco_Frecuente,1329,Ventas,4,4,Ciencias,4,Femenino,47,2,2,Ejecutivo Ventas,3,Casado,5902,14590,4,No,14,3,3,17,1,4,15,11,5,9
39,No,Poco_Frecuente,1329,Ventas,4,4,Ciencias,4,Femenino,47,2,2,Ejecutivo Ventas,3,Casado,5902,14590,4,No,14,3,3,17,1,4,15,11,5,9
39,No,Poco_Frecuente,1329,Ventas,4,4,Ciencias,4,Femenino,47,2,2,Ejecutivo Ventas,3,Casado,5902,14590,4,No,14,3,3,17,1,4,15,11,5,9
32,No,Viaje_Frecuente,689,Ventas,9,2,Medicina,4,Masculino,35,1,2,Ejecutivo Ventas,4,Divorciado,4668,22812,0,No,17,3,4,9,2,4,8,7,0,7
32,No,Viaje_Frecuente,689,Ventas,9,2,Medicina,4,Masculino,35,1,2,Ejecutivo Ventas,4,Divorciado,4668,22812,0,No,17,3,4,9,2,4,8,7,0,7
32,No,Viaje_Frecuente,689,Ventas,9,2,Medicina,4,Masculino,35,1,2,Ejecutivo Ventas,4,Divorciado,4668,22812,0,No,17,3,4,9,2,4,8,7,0,7
32,No,Viaje_Frecuente,689,Ventas,9,2,Medicina,4,Masculino,35,1,2,Ejecutivo Ventas,4,Divorciado,4668,22812,0,No,17,3,4,9,2,4,8,7,0,7
32,No,Viaje_Frecuente,689,Ventas,9,2,Medicina,4,Masculino,35,1,2,Ejecutivo Ventas,4,Divorciado,4668,22812,0,No,17,3,4,9,2,4,8,7,0,7
34,No,NoFrecuente,1065,Ventas,23,4,Marketing,2,Masculino,72,3,2,Ejecutivo Ventas,3,Soltero,4568,10034,0,No,20,4,3,10,2,3,9,5,8,7
34,No,NoFrecuente,1065,Ventas,23,4,Marketing,2,Masculino,72,3,2,Ejecutivo Ventas,3,Soltero,4568,10034,0,No,20,4,3,10,2,3,9,5,8,7
34,No,NoFrecuente,1065,Ventas,23,4,Marketing,2,Masculino,72,3,2,Ejecutivo Ventas,3,Soltero,4568,10034,0,No,20,4,3,10,2,3,9,5,8,7
34,No,NoFrecuente,1065,Ventas,23,4,Marketing,2,Masculino,72,3,2,Ejecutivo Ventas,3,Soltero,4568,10034,0,No,20,4,3,10,2,3,9,5,8,7
34,No,NoFrecuente,1065,Ventas,23,4,Marketing,2,Masculino,72,3,2,Ejecutivo Ventas,3,Soltero,4568,10034,0,No,20,4,3,10,2,3,9,5,8,7
51,No,Poco_Frecuente,1169,Manufacturacion,7,4,Otro,2,Femenino,34,2,2,Manufacturador,3,Casado,6132,13983,2,No,17,3,3,10,2,3,1,0,0,0
